name,duration,rating,genre,poster,years,total_years
Bir Zamanlar,15,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZTlhMDc3YWUtM2I5Ny00YzkzLWFiNjAtYTZmOWQ5NzE0YmY0XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR0,0,190,281_.jpg",['2019'],2
Bir Zamanlar Kibris,150,7.4,['Action. History'],"https://m.media-amazon.com/images/M/MV5BYTE0N2RiYjgtMWVjMi00ZmRjLWJkZWQtNTZjZWVjNDU1ODk5XkEyXkFqcGdeQXVyMzUxOTQ2NDU@._V1_QL75_UY281_CR151,0,190,281_.jpg","['2021', '2022']",None
Bir Zamanlar Osmanli: Kiyam,None,4.5,['History'],"https://m.media-amazon.com/images/M/MV5BMjgzYzVlMTYtYzk4MC00ZjNiLWFiYjQtYmIwNDc4Y2Y0ZmQyXkEyXkFqcGdeQXVyMTA2NDQxNjI2._V1_QL75_UY281_CR5,0,190,281_.jpg",['2012'],5
Bir Zamanlar Çukurova,120,5.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BYjllNmI4ZGUtYWZhMi00YTZjLTgwNDAtYzZjNDAyMmZlZTQxXkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","['2018', '2022']",2
Bir Çocuk Sevdim,90,6.5,['Comedy. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BYzg2NzdkNTktY2VhNi00YzVmLThlYmItNzI1NWFlOGFiZTk1XkEyXkFqcGdeQXVyMzAwMDgzMA@@._V1_QL75_UX140_CR0,0,140,140_.jpg","['2011', '2012']",None
Bir Ömür Yetmez,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BMWQ4MDBmNjgtZjM2Yy00MDNlLTlmNTctNzM0YjM0NTZmODNhXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2011', '2012']",1
Bire Bir,None,None,['Action. Adventure. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYWVmZDg5OTctMmVmZS00NzM2LTljZDMtYTdkZDU1ZjcyOGZhXkEyXkFqcGdeQXVyNDIwOTkyNjM@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2020'],None
Biri Bizi Gözetliyor,None,3.8,['Game-Show. Reality-TV'],None,"['2001', '2007']",None
Birlik Sokak,23,None,['Animation'],"https://m.media-amazon.com/images/M/MV5BNjdjZTc3OTktZjJjOC00MzE3LTgyYjMtMzAwNzJiMjk5NThhXkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2015'],2
Bitmeyen Sarki,75,3.9,['Comedy. Drama. Music'],"https://m.media-amazon.com/images/M/MV5BMTg4MDM4MDk1Nl5BMl5BanBnXkFtZTcwMzkzODEzMQ@@._V1_QL75_UX140_CR0,16,140,140_.jpg","['2010', '2011']",None
Biz Bize Benzeriz,None,5.5,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZmYwNjRhYTktZTAzMS00MTgxLWFiZWUtZDk3ZDVjOWE5Y2JjL2ltYWdlXkEyXkFqcGdeQXVyNzEzMDc3Mzc@._V1_QL75_UY281_CR121,0,190,281_.jpg",['1992'],None
Biz Size Asik Olduk,45,7.3,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BMTFiZjVkMWUtZDkxOC00ODY2LWJhNzQtMzg1ZDA4MTM0ODkwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2002'],1
Bizden Olur Mu,15,6.2,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BMjMzMzFiNmItNmQ1My00Zjg2LTkzZjUtYzI1NmY4YTYzN2NlXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR18,0,190,281_.jpg",['2022'],1
Bizi Ayiran Çizgi,30,5.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTQ2Yzk4ZTItZGZkOC00OTgyLThmZjEtYjhjOTg4YTFmZDkxXkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_QL75_UY281_CR155,0,190,281_.jpg",['2021'],None
Bizim Edebiyatimiz,30,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZjJlNzY5ODItZjEyNS00NzI4LTkyYjktZjFkMmM2NzA2NjYwXkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,4,140,140_.jpg",['2021'],None
Bizim Eller,100,None,None,"https://m.media-amazon.com/images/M/MV5BMGVjZTQ5OWMtNDg2ZS00NDliLThmMGYtYTJmODZhZTBkZTA2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQxNTI2Mzg@._V1_QL75_UY281_CR92,0,190,281_.jpg",['1992'],None
Bizim Ev,None,5.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BYTQ0NDA0OGUtODc2YS00YTI0LWI2MmMtZmY4ZDk4NzIxZWQ4XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR42,0,190,281_.jpg",['1995'],None
Bizim Evin Halleri,None,5.6,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BNWM1ZmJkZDAtMmM0Mi00MTZiLTg0YTUtYTM1ZTJmZjI0NDRmXkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_QL75_UX190_CR0,1,190,281_.jpg","['2002', '2008']",3
Bizim Hikaye,120,6.5,['Comedy. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BOTc4NmZjMjktZDQ3Mi00Y2EwLThlZjctNDI4ZTU2Y2VmOWZkXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2017', '2019']",1
Bizim Köyün Kizlari,None,None,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BOTRiNDQ4NzAtNDU2NS00ZjY3LWFlNzctZDlkZjM0YzE4OGE0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2021'],1
Bizim Okul,None,2.8,['Comedy'],"https://m.media-amazon.com/images/M/MV5BOWQyOWJmYjItYmRhZC00YjE4LTk3ODQtY2RkNmRhZTk2Y2FjXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR7,0,190,281_.jpg",['2013'],1
Bizim Sokak,55,5.6,['Adventure. Comedy. Drama'],"https://m.media-amazon.com/images/M/MV5BNzBkZDJkYzgtZWU5ZC00NjlkLTlkOTMtNTFlNjU2ZDA2YzRiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,2,190,281_.jpg","['1999', '2000']",1
Bizim Yenge,90,5.2,['Comedy'],None,['2011'],None
Bizimcity,1,None,['Animation. Short. Comedy'],"https://m.media-amazon.com/images/M/MV5BYWUwN2VmZTktYWE0Ni00NTgyLTk0Y2YtNWRhZjI5MTZkYzcxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR17,0,190,281_.jpg","['1995', '2015']",14
Bizimkiler,60,8.2,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BZWNmYTFhOWYtMmRiZS00ZTE5LWI4NjYtMTA5NGRiMmMwZGVhXkEyXkFqcGdeQXVyNDcyMDY4NzE@._V1_QL75_UY281_CR46,0,190,281_.jpg","['1989', '2002']",2
Biçak Sirti,70,7.6,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTA3MDgxNjI0NDheQTJeQWpwZ15BbWU3MDgwODEwNjk@._V1_QL75_UY140_CR38,0,140,140_.jpg","['2007', '2008']",None
Biçak Sirti,None,None,['Action. Adventure. Crime'],"https://m.media-amazon.com/images/M/MV5BYjliZmViY2ItOTY1NS00NWJjLWIxZTMtOGNiZjM1MGFjMTdkXkEyXkFqcGdeQXVyODc5Mjc4Nzg@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2005'],None
Bobin Kafa,None,6.8,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYWE2MmJjNGItMzhkZC00M2NjLTlmYjAtOTU2N2IwMTA5NDU3XkEyXkFqcGdeQXVyNjc4OTY4Mzc@._V1_QL75_UY281_CR116,0,190,281_.jpg","['2016', ' ']",2
Crossroads,120,6.0,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BYjA1MGY4YjItYTQyOS00MzgwLWFjNGMtMTAzMDE2MGIyMjk2XkEyXkFqcGdeQXVyNjczOTUwMTU@._V1_QL75_UY281_CR114,0,190,281_.jpg","['2016', '2017']",None
Bodrum da Yarim Yamalak,60,None,['Action. Comedy. Drama'],"https://m.media-amazon.com/images/M/MV5BODlhMTkyZmMtOWNhNC00YjJlLWI3ZjMtYmUzOWFhODBlOWZiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2016'],2
Bonkis,15,6.7,['Comedy. Drama'],"https://m.media-amazon.com/images/M/MV5BNDMwODYyYjQtY2UzZS00N2RlLWI4MGItMTdmY2ZmMzFjMjQzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2021', ' ']",2
Boom by Ibrahim Selim,28,7.0,['Comedy. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BMTU2M2I1Y2EtMWQyYi00N2RlLWI1ZjUtNTg4ZDYzYTM1NDY0XkEyXkFqcGdeQXVyMTA0NTY3NDQx._V1_QL75_UY281_CR143,0,190,281_.jpg","['2020', '2021']",None
Bosgezen ve Kalfasi,47,8.2,['Comedy. Fantasy'],"https://m.media-amazon.com/images/M/MV5BZTc2Y2NkNjQtMDE4Ni00NTU4LThlMmItNTJiYjQ3YjU1YTZkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR42,0,190,281_.jpg",['1995'],None
Boxun Yildizlari,120,5.9,['Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNjEwYTk3NDAtN2U4Zi00NTRkLWEyM2UtNTg3MjU5YWQzYjIyXkEyXkFqcGdeQXVyMTk4MzUyMzk@._V1_QL75_UY281_CR125,0,190,281_.jpg",['2017'],1
Boynu Bükükler,100,4.8,['Comedy'],"https://m.media-amazon.com/images/M/MV5BNTc4OWQzNDctOGRkNS00YWZmLWIyOWEtZTcyNjU1NzI3YzExXkEyXkFqcGdeQXVyMTE2MDU0NzAw._V1_QL75_UX190_CR0,2,190,281_.jpg",['2014'],3
Bozkir,50,8.0,['Crime. Drama. Mystery'],"https://m.media-amazon.com/images/M/MV5BMTAyNTU0OTg0NDleQTJeQWpwZ15BbWU3MDA5MjQxMjM@._V1_QL75_UY140_CR36,0,140,140_.jpg","['2018', '2022']",None
Bozkir 2,None,None,['Crime. Drama. Mystery'],"https://m.media-amazon.com/images/M/MV5BOWFhMzE0Y2EtMmM1NS00MzUyLTk2NTgtMmE3NmI4Mzc4NWYwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",[''],5
Bu Gece,30,5.8,['Comedy. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYzkzNDIzNGMtZDJlZi00ZjI4LWFiN2MtNmE5YWUzZjMwYTU5XkEyXkFqcGdeQXVyOTQ4MDAxNTQ@._V1_QL75_UY207_CR114,0,140,207_.jpg","['2018', ' ']",None
Bu Iliski Nasil Kurtulur,None,6.9,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BNjAyOWEyOWYtNTVmNy00OTI4LWIzZWItYjA5ODFhMjcyNmJjXkEyXkFqcGdeQXVyNDA0NjY3Mzc@._V1_QL75_UY281_CR1,0,190,281_.jpg",['2020'],2
Bu Kalp Seni Unutur Mu?,None,6.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BYzhhNGQwMDMtODQxYi00MTliLTg2YTYtOGIwOWRjNThjNTkwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2009', '2010']",1
Bu Kizin Öyküsü,15,6.7,['Documentary. Drama'],"https://m.media-amazon.com/images/M/MV5BNWZlYTliMWUtNjI4NC00YzIxLTkzOGItNzIxY2Y1MDVlZDY0XkEyXkFqcGdeQXVyMjg0NTA5OTg@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2018'],1
Bu Sayilmaz,None,4.2,['Comedy'],"https://m.media-amazon.com/images/M/MV5BODUxMTkwYzQtN2FhOC00YTgyLTgzZDYtOWQ3MjM0Y2VlNmVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk4NzQ4NTk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2017'],1
Bu Sehir Arkandan Gelecek,120,6.3,['Drama'],None,['2017'],None
Bu Sehrin Çocuklari,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BNTRmYzdkZDQtYzQwOS00ZjUzLWFkMjgtMTVhNWVmOTY3ZTIzXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX140_CR0,12,140,140_.jpg",['2018'],None
Bu Sevda Bitmez,40,3.5,['Adventure. Drama. Romance'],None,['1996'],None
Budala Soyguncular,None,None,None,"https://m.media-amazon.com/images/M/MV5BODlmN2ZlYTQtNGNiMi00MWNhLWE4YjgtMjZkZjA2ZmY3MTQ2XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2018'],3
Bugün Ne Oldu?,None,None,['News'],"https://m.media-amazon.com/images/M/MV5BZmY2OGJmMmEtMGViNS00MTYyLTg1N2ItMWEyZjMxZjAxZDc0XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2020', ' ']",2
Bugünün Saraylisi,120,5.9,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BODBmMzcyMGUtZWRkNS00MDg1LTk2NGYtYjQyZGM0NGJiNTU0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2013', '2014']",None
Bulusma,50,1.2,['Reality-TV. Game-Show'],"https://m.media-amazon.com/images/M/MV5BMzAzYWYxODMtNmU1Yy00ZWY3LTk0YjUtYmU2NDY1MDZhYTVlXkEyXkFqcGdeQXVyNzY3MjM4NjA@._V1_QL75_UY281_CR178,0,190,281_.jpg",['2021'],4
Burada Hayat Var,None,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYjJmYzMzM2QtZTMzZC00OGIyLWFmZTYtMzE0ZmM2MDMwOThiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2011', '2018']",3
Burada Laf Çok,None,5.4,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BZDdiMzNkODMtNTk5YS00MTI1LWE1YzktNmQwMmE0YWI2MGNiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2011', '2019']",1
Buralarin Yabancisiyiz,25,5.1,['Adventure. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BY2VjMjgzNWQtNzhjOS00ZmZkLWJjMjYtMDQxZWJmYjBjZGYwXkEyXkFqcGdeQXVyMDYyNjY0NQ@@._V1_QL75_UY281_CR34,0,190,281_.jpg",['2021'],None
Business Daily,None,None,['News'],"https://m.media-amazon.com/images/M/MV5BNTAyMDA4NTktOWM2YS00MWZlLThkOGUtZTc1Mjc0ZGVhZjY2XkEyXkFqcGdeQXVyMDYyNjY0NQ@@._V1_QL75_UY281_CR40,0,190,281_.jpg","['2011', ' ']",None
Business Review,None,None,['News'],"https://m.media-amazon.com/images/M/MV5BYmYwMmJjY2QtNjk5Ni00ZTdiLWJhMDctY2JhM2ZjNzZlMDBhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2011', ' ']",None
Buyuk Sir,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BYTNmNWRhYmEtMDY4MS00YWQyLTllMGYtZGJhMjI1YTRjZjU2XkEyXkFqcGdeQXVyNDg4NTQxODA@._V1_QL75_UY281_CR4,0,190,281_.jpg","['2014', '2015']",3
Buyur Burdan Bak,105,5.8,['Comedy'],"https://m.media-amazon.com/images/M/MV5BYmIwZGQ5NzktZjg0MS00MjVjLThjOGEtZDFjMjRiMTAwM2Q3XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR28,0,190,281_.jpg","['2015', '2018']",None
Buzda Dans,None,2.7,['Family. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BOGFiNzE2NmItNmZjOC00NTUwLWJkZmItN2U5MWQ3MTIwYmRjXkEyXkFqcGdeQXVyNTY3OTUwODg@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2007', '2008']",4
Böyle Bitmesin,None,6.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BYzBkYjU2ODUtNWM0Ny00MmQ3LWE1OGMtZDk1MGY3YzBlYTQ4XkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UY281_CR155,0,190,281_.jpg","['2012', '2015']",None
Böyle mi Olacakti,46,3.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BNzUxZWRkZTctYmM3OS00MmNkLWFhOWMtNmE5Nzc3ZDNiYjE3XkEyXkFqcGdeQXVyNjUwOTk3NDM@._V1_QL75_UY281_CR122,0,190,281_.jpg","['1997', ' ']",1
Bücür Cadi,None,2.7,['Comedy. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BMTIxOTMwNmEtMWZjNi00ZDdhLTk0NGItYWRiOTNhZmZiMjcxXkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR123,0,190,281_.jpg","['1999', '2000']",None
Bütün Çocuklarim,None,5.2,['Drama'],"https://m.media-amazon.com/images/M/MV5BOGZjZWQ5YjItMTk5MC00YjZiLTk3MGEtNjA1MjFhZmRlN2Y5XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR10,0,190,281_.jpg",['2004'],4
Büyük Bulusma,90,3.0,['Drama'],"https://m.media-amazon.com/images/M/MV5BYjgwZDkwNDktMTNhNy00Nzc2LWJkN2YtMzQ0NjAzNTRhZDJkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg","['2004', '2008']",1
Büyük Degisim,50,3.2,['Reality-TV'],None,['2021'],None
Büyük Günahlar,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BYWUwODhjN2UtMTM2Yy00YmM3LTk2OGEtMzQ5MmU1ZDVhMTFiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_QL75_UX140_CR0,1,140,140_.jpg",['2005'],None
Büyük Teklif,None,3.0,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BOGVmMzc3MDctOWY2Ni00YjU0LThmOGItYjdjOGYyNTMyZDhjXkEyXkFqcGdeQXVyNDg0NjMwNDY@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2006'],1
Büyük Tikinma,20,None,['Reality-TV'],"https://m.media-amazon.com/images/M/MV5BZGRlMmQ1MDktZmQyNC00YjA5LWJjZWYtNTcyOGNmYmY5MDIzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR19,0,190,281_.jpg",['2021'],2
Büyük Yalan,60,4.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BOGU1OGY1YjQtNjlhMC00YmQxLWJlNTQtMmU2OWMzYzJlYjY5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR143,0,190,281_.jpg","['2004', '2006']",None
Büyümüs de Küçülmüs,None,2.2,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMDI3ZjRjMDQtNjEyNy00NWU4LWI2N2QtOGM5MWVjNGZhM2U0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2003'],1
Cadde Cadde Istanbul,20,4.9,['Documentary. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BYmE5ZThlMGMtNDM1ZS00ODQ0LWE0OTUtOTcwNjE4ZTc1OGFkXkEyXkFqcGdeQXVyMzE0NjYyNDQ@._V1_QL75_UX190_CR0,25,190,281_.jpg",['2021'],None
Cadi Agaci,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTg0MTkzMDAwN15BMl5BanBnXkFtZTgwMzA2NDY3NzE@._V1_QL75_UY140_CR32,0,140,140_.jpg",['1995'],1
Cam Kiriklari,None,3.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BMDc0NGU4NjctOGMwZC00MDIzLWI3OGEtYjU0ZGEzM2ZjNzBmXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UY281_CR18,0,190,281_.jpg",['2009'],1
Glass Ceilings,150,5.8,['Comedy. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNzFhM2Y4N2UtM2QwYy00ZjU0LTk3OGMtOGM0N2VjYzFmYWJiXkEyXkFqcGdeQXVyMTA2NDQxNjI2._V1_QL75_UY281_CR6,0,190,281_.jpg",['2021'],2
Camdaki Kiz,120,5.5,['Drama'],"https://m.media-amazon.com/images/M/MV5BNmViNDE4YTYtMDJmYy00NjYxLThkODQtMjc4ODI1YWQ5Y2M2XkEyXkFqcGdeQXVyNTU2MDU2MQ@@._V1_QL75_UY281_CR155,0,190,281_.jpg","['2021', ' ']",None
Camdan Pabuçlar,None,4.9,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BNzAxZDAzMzEtYWZmNi00ZDRkLThiNzctN2UzNWFhNDEzMDQwXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,4,190,281_.jpg",['2004'],1
Can Kiriklari,120,6.6,['Action. Drama'],"https://m.media-amazon.com/images/M/MV5BNWViNGQzMDYtYzNjNi00NjQ3LWI2NTYtZWIyNjE5ZjUyMjU0XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2018'],2
Can Sungur ve Yakin Evren,None,None,['Talk-Show'],None,"['2016', ' ']",None
Can Yesilyurt,None,None,['Comedy'],None,['2015'],None
Can ve Ailesi,12,None,['Animation'],None,['2012'],1
Can't Run from Love,45,6.5,['Drama'],"https://m.media-amazon.com/images/M/MV5BZmM0MGMzMjYtODAyYi00MWE2LTliNDItYjE1MTY4MDI4NTczXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,26,190,281_.jpg",['2014'],1
Canevim,120,4.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BZDUzMzI2NTMtNDU3NS00M2U5LTlhMGQtNTg5MTAxZGIzNWMwXkEyXkFqcGdeQXVyNjg1OTg0ODI@._V1_QL75_UY281_CR135,0,190,281_.jpg",['2019'],3
Canim Ailem,100,7.4,['Comedy. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BMzc1NDMwMGYtZDA1MC00NTRiLWJiOTgtNWMyNTA3NDQxYzdiXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR1,0,190,281_.jpg","['2008', '2010']",1
Canim Annem,50,6.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BMGIwZDMxMDAtYWMxMS00YzljLWFiZWMtNDVhNDg1Y2M2N2M3XkEyXkFqcGdeQXVyNjA1MDk0NjE@._V1_QL75_UY281_CR104,0,190,281_.jpg","['2022', ' ']",1
Canim Babam,None,3.1,['Comedy'],"https://m.media-amazon.com/images/M/MV5BODQ3OTFkMTgtZmI2My00ODc5LTgwODgtZWJmZjJiMjM5ZTFmXkEyXkFqcGdeQXVyMDMwMDUyMA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",['2011'],1
Canimin Içi,25,5.2,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BN2I4YmU5NTQtZmFkMC00ZjE3LWE4ODMtY2I4Y2JlZjU1M2MyXkEyXkFqcGdeQXVyMDEyNjU5OQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",['2012'],None
Cemile,None,6.8,['Drama'],"https://m.media-amazon.com/images/M/MV5BM2NhMzdiZTQtOWZkYS00OGEwLWI0NDMtNGNlYTE2NDk0Y2E0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2006'],1
Cengiz Semercioglu ile Bu Gece,90,None,['News. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BYmRjNjdlOGMtMGVjMi00ZWNkLWEwZjQtMjUwOTgyMzdmOWM1XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2019'],None
Cengiz Semercioglu ile Sabah Sohbeti,80,2.1,['News. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BYzQ3MGNiODUtMTlhOS00ZjA3LThhZDEtNjc1MjBmMTY0NGE5XkEyXkFqcGdeQXVyODQyMDIwMzI@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2019'],1
Cengiz Özdemir & Ozan Sagsöz ile Kültür & Tarih Sohbetleri,None,7.2,['History. Talk-Show'],None,['2015'],None
Cennet Koyu,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BY2QxOTEzYmUtYWM5ZS00NThhLWFlM2ItMWNlZjIxNWY5ZjI5XkEyXkFqcGdeQXVyNTM5NjkxMzM@._V1_QL75_UY281_CR46,0,190,281_.jpg",[''],4
Cennet Mahallesi,60,4.4,['Adventure. Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BOTMyNDgxMmUtNGQxZC00YzM5LThhZWYtNTNjYjIwZWQyMTg5XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR14,0,190,281_.jpg","['2004', '2007']",2
Cennet'in Gözyaslari,None,6.3,['Drama'],None,"['2017', '2018']",None
Cennetin Kuzeyi,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BZDljYThjMTAtYzIzMy00ODA4LTliYzItMTU4YWRmMzEzNTRkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX140_CR0,0,140,140_.jpg",[''],1
Cennetin Sirlari,None,None,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNDkxNzYxMGYtYTY3Ny00ZThkLTlhMjQtMzFiYzZmNGIzZjYyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY140_CR56,0,140,140_.jpg",['2011'],None
Cennetin Çocuklari,None,5.4,['Drama'],"https://m.media-amazon.com/images/M/MV5BOWY4NzM0MGEtMWIxOC00Yzg0LTkwYTQtZGUyOTU4ZGNmYzA5XkEyXkFqcGdeQXVyMzg2NTgzNzg@._V1_QL75_UY281_CR20,0,190,281_.jpg",['2008'],1
Cesaretin Var mi Aska,90,4.6,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BODM1YjgyYjgtMGYxZC00NmEwLWJkZjItNWM2NDAxYjk5OTkwXkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR123,0,190,281_.jpg",['2008'],None
Cesm-i Bulbul,None,None,['Family'],"https://m.media-amazon.com/images/M/MV5BODk5MmQzZTUtNGJlNC00Yzc2LWE3NjYtZTIwMWRmZjY5YTZkXkEyXkFqcGdeQXVyMjg0MzMwNzg@._V1_QL75_UY281_CR45,0,190,281_.jpg","['2005', '2006']",2
